gene_id,log2FoldChange,log2CPM,PValue,FDR,up_down
ST20,1.505229249,0.188613305,1.32E-12,1.25E-11,Up
N4BP3,-1.239512376,3.384351839,1.34E-12,1.27E-11,Down
FOS,-1.414494239,8.502859104,1.36E-12,1.29E-11,Down
SEPP1,-1.438468361,5.054160533,1.39E-12,1.31E-11,Down
SLC9A4,-2.587865576,3.697679444,1.39E-12,1.32E-11,Down
BTNL3,-2.414926992,3.110265142,1.42E-12,1.34E-11,Down
C16orf45,-1.310901768,4.067800777,1.43E-12,1.35E-11,Down
LMNB1,1.30446128,5.999903759,1.46E-12,1.37E-11,Up
TIMP1,1.523248543,9.264767913,1.49E-12,1.41E-11,Up
CSAG1,7.010256467,2.748067855,1.53E-12,1.44E-11,Up
FNDC4,-1.299751104,2.682842496,1.54E-12,1.45E-11,Down
CNTNAP3,-1.741011723,0.704776275,1.55E-12,1.46E-11,Down
CST2,3.395146999,2.059435474,1.58E-12,1.49E-11,Up
LIPF,-3.722011879,10.59142607,1.59E-12,1.49E-11,Down
MYLK,-2.00999279,8.869778943,1.60E-12,1.50E-11,Down
RNF223,-1.732578457,2.490416669,1.60E-12,1.50E-11,Down
SEC14L2,-1.111031019,3.613243751,1.63E-12,1.53E-11,Down
FRRS1L,-2.364822373,2.727310452,1.64E-12,1.53E-11,Down
CPED1,-1.731288259,5.246746208,1.66E-12,1.55E-11,Down
LRRTM1,-2.401083532,-0.426029465,1.66E-12,1.55E-11,Down
HOXC12,8.302483365,2.565850248,1.67E-12,1.56E-11,Up
C2orf54,-2.110209193,4.124117345,1.69E-12,1.58E-11,Down
CCL7,4.058782629,-0.596904779,1.73E-12,1.61E-11,Up
TMEM252,-2.373109947,0.584959159,1.74E-12,1.62E-11,Down
AQPEP,-1.783044104,-0.760055998,1.74E-12,1.62E-11,Down
SBSPON,-1.829201436,3.633580615,1.74E-12,1.62E-11,Down
ZSCAN31,-1.018226844,3.141769235,1.75E-12,1.63E-11,Down
SERPINB13,-4.128876033,3.211955069,1.76E-12,1.64E-11,Down
AKR1B10,-2.360057107,7.412031671,1.78E-12,1.65E-11,Down
